parent_foodcode,parent_desc,ingred_code,ingred_desc,ingred_wt
92510960,"Lemonade, fruit flavored drink",14296,"Beverages, lemonade-flavor drink, powder",17
92510960,"Lemonade, fruit flavored drink",14411,"Beverages, water, tap, drinking",237
92511000,"Lemonade, frozen concentrate, not reconstituted",14292,"Lemonade, frozen concentrate, white",100
92511015,Fruit flavored drink,14645,"Beverages, Fruit flavored drink, less than 3% juice, not fortified with vitamin C",100
92511250,"Fruit juice beverage, 40-50% juice, citrus",14262,"Beverages, citrus fruit juice drink, frozen concentrate",422.4
92511250,"Fruit juice beverage, 40-50% juice, citrus",14411,"Beverages, water, tap, drinking",1066.5
92512040,"Frozen daiquiri mix, frozen concentrate, not reconstituted",44203,"Beverages, Cocktail mix, non-alcoholic, concentrated, frozen",100
92512050,"Frozen daiquiri mix, from frozen concentrate, reconstituted",14411,"Beverages, water, tap, drinking",728.775
92512050,"Frozen daiquiri mix, from frozen concentrate, reconstituted",44203,"Beverages, Cocktail mix, non-alcoholic, concentrated, frozen",216
92512090,"Pina Colada, nonalcoholic",9273,"Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid",140
92512090,"Pina Colada, nonalcoholic",12116,"Nuts, coconut cream, canned, sweetened",30
92512090,"Pina Colada, nonalcoholic",19335,"Sugars, granulated",13
92512110,"Margarita mix, nonalcoholic",14028,"Beverages, Whiskey sour mix, bottled",100
92513000,Slush frozen drink,14411,"Beverages, water, tap, drinking",90
92513000,Slush frozen drink,19350,"Syrups, corn, light",10
92513010,"Slush frozen drink, no sugar added",14429,"Beverages, water, tap, municipal",236.8
92513010,"Slush frozen drink, no sugar added",19350,"Syrups, corn, light",10
92530410,"Fruit flavored drink, with high vitamin C",14646,"Beverages, Fruit flavored drink containing less than 3% fruit juice, with high vitamin C",100
92530510,"Cranberry juice drink, with high vitamin C",14242,"Cranberry juice cocktail, bottled",100
92530610,"Fruit juice drink, with high vitamin C",14651,"Beverages, fruit juice drink, greater than 3% juice, high vitamin C",100
92530950,"Vegetable and fruit juice drink, with high vitamin C",14119,"Beverages, Mixed vegetable and fruit juice drink, with added nutrients",100
92541010,"Fruit flavored drink, powdered, reconstituted",14296,"Beverages, lemonade-flavor drink, powder",17
92541010,"Fruit flavored drink, powdered, reconstituted",14411,"Beverages, water, tap, drinking",237
92550030,"Fruit juice drink, with high vitamin C, light",43404,"Beverages, cranberry-apple juice drink, low calorie, with vitamin C added",100
92550035,"Fruit juice drink, light",14636,"Beverages, fruit juice drink, reduced sugar, with vitamin E added",100
92550040,"Fruit juice drink, diet",14429,"Beverages, water, tap, municipal",296.25
92550040,"Fruit juice drink, diet",42055,"Beverages, fruit-flavored drink, dry powdered mix, low calorie, with aspartame",1.6
92550110,"Cranberry juice drink, with high vitamin C, light",43404,"Beverages, cranberry-apple juice drink, low calorie, with vitamin C added",100
92550200,"Grape juice drink, light",9130,"Grape juice, canned or bottled, unsweetened, with added ascorbic acid",35
92550200,"Grape juice drink, light",14411,"Beverages, water, tap, drinking",65
92550350,"Orange juice beverage, 40-50% juice, light",14064,"Beverages, Orange juice, light, No pulp",100
92550360,"Apple juice beverage, 40-50% juice, light",14162,"Beverages, Apple juice drink, light, fortified with vitamin C",100
92550370,"Lemonade, fruit juice drink, light",14174,"Beverages, Lemonade fruit juice drink light, fortified with vitamin E and C",100
92550380,"Pomegranate juice beverage, 40-50% juice, light",9442,"Pomegranate juice, bottled",100
92550400,"Vegetable and fruit juice drink, with high vitamin C, diet",14633,"Beverages, Vegetable and fruit juice drink, reduced calorie, with low-calorie sweetener, added vitamin C",100
92550405,"Vegetable and fruit juice drink, with high vitamin C, light",14633,"Beverages, Vegetable and fruit juice drink, reduced calorie, with low-calorie sweetener, added vitamin C",100
92550610,"Fruit flavored drink, with high vitamin C, diet",14411,"Beverages, water, tap, drinking",99
92550610,"Fruit flavored drink, with high vitamin C, diet",42055,"Beverages, fruit-flavored drink, dry powdered mix, low calorie, with aspartame",1
92550620,"Fruit flavored drink, diet",14411,"Beverages, water, tap, drinking",236.8
92550620,"Fruit flavored drink, diet",42055,"Beverages, fruit-flavored drink, dry powdered mix, low calorie, with aspartame",4
92552000,"Fruit flavored drink, with high vitamin C, powdered, reconstituted, diet",14411,"Beverages, water, tap, drinking",99
92552000,"Fruit flavored drink, with high vitamin C, powdered, reconstituted, diet",42055,"Beverages, fruit-flavored drink, dry powdered mix, low calorie, with aspartame",1
92552010,"Fruit flavored drink, powdered, reconstituted, diet",14411,"Beverages, water, tap, drinking",474
92552010,"Fruit flavored drink, powdered, reconstituted, diet",42055,"Beverages, fruit-flavored drink, dry powdered mix, low calorie, with aspartame",4
92552020,"Fruit juice drink, reduced sugar (Sunny D)",14411,"Beverages, water, tap, drinking",236.8
92552020,"Fruit juice drink, reduced sugar (Sunny D)",43345,"Beverages, fruit-flavored drink, powder, with high vitamin C with other added vitamins, low calorie",2.5
92552030,Fruit juice drink (Capri Sun),14636,"Beverages, fruit juice drink, reduced sugar, with vitamin E added",100
92582100,"Fruit juice drink, with high vitamin C, plus added calcium",14065,"Beverages, The COCA-COLA company, Hi-C Flashin' Fruit Punch",100
92582110,"Fruit juice drink, added calcium (Sunny D)",14436,"Beverages, orange breakfast drink, ready-to-drink, with added nutrients",100
92610020,"Horchata beverage, made with water",2010,"Spices, cinnamon, ground",7.8
92610020,"Horchata beverage, made with water",14411,"Beverages, water, tap, drinking",948
92610020,"Horchata beverage, made with water",19335,"Sugars, granulated",100
92610020,"Horchata beverage, made with water",20044,"Rice, white, long-grain, regular, raw, enriched",185
92610030,"Horchata beverage, made with milk",1077,"Milk, whole, 3.25% milkfat, with added vitamin D",244
92610030,"Horchata beverage, made with milk",2010,"Spices, cinnamon, ground",7.8
92610030,"Horchata beverage, made with milk",14411,"Beverages, water, tap, drinking",948
92610030,"Horchata beverage, made with milk",19335,"Sugars, granulated",133.34
92610030,"Horchata beverage, made with milk",20044,"Rice, white, long-grain, regular, raw, enriched",185
92611010,Oatmeal beverage with water,8120,"Cereals, oats, regular and quick, not fortified, dry",20.25
92611010,Oatmeal beverage with water,14411,"Beverages, water, tap, drinking",948
92611010,Oatmeal beverage with water,19335,"Sugars, granulated",100
92611100,Oatmeal beverage with milk,1077,"Milk, whole, 3.25% milkfat, with added vitamin D",732
92611100,Oatmeal beverage with milk,8120,"Cereals, oats, regular and quick, not fortified, dry",40.5
92611100,Oatmeal beverage with milk,14411,"Beverages, water, tap, drinking",711
92611100,Oatmeal beverage with milk,19335,"Sugars, granulated",200
92612010,Sugar cane beverage,14411,"Beverages, water, tap, drinking",74
92612010,Sugar cane beverage,19349,"Syrups, corn, dark",26
92613010,Cornmeal beverage,1077,"Milk, whole, 3.25% milkfat, with added vitamin D",732
92613010,Cornmeal beverage,14411,"Beverages, water, tap, drinking",711
92613010,Cornmeal beverage,19335,"Sugars, granulated",200
92613010,Cornmeal beverage,20017,"Corn flour, masa, enriched, white",28.5
92613010,Cornmeal beverage,20019,"Corn flour, masa, unenriched, white",28.5
92613510,Cornmeal beverage with chocolate milk,1077,"Milk, whole, 3.25% milkfat, with added vitamin D",732
92613510,Cornmeal beverage with chocolate milk,14411,"Beverages, water, tap, drinking",711
92613510,Cornmeal beverage with chocolate milk,19124,"Baking chocolate, mexican, squares",85
92613510,Cornmeal beverage with chocolate milk,19335,"Sugars, granulated",200
92613510,Cornmeal beverage with chocolate milk,20017,"Corn flour, masa, enriched, white",28.5
92613510,Cornmeal beverage with chocolate milk,20019,"Corn flour, masa, unenriched, white",28.5
92801000,"Wine, nonalcoholic",14553,"Beverages, Wine, non-alcoholic",100
92802000,"Wine, light, nonalcoholic",14553,"Beverages, Wine, non-alcoholic",100
92803000,Nonalcoholic malt beverage,14305,"Malt beverage, includes non-alcoholic beer",100
92804000,Shirley Temple,9328,"Maraschino cherries, canned, drained",4.3
92804000,Shirley Temple,14136,"Beverages, carbonated, ginger ale",217
92804000,Shirley Temple,42040,"Syrups, grenadine",20
92900110,"Fruit flavored drink, powdered, not reconstituted",14296,"Beverages, lemonade-flavor drink, powder",100
92900200,"Fruit flavored drink, powdered, not reconstituted, diet",42055,"Beverages, fruit-flavored drink, dry powdered mix, low calorie, with aspartame",100
92900300,"Sports drink, dry concentrate, not reconstituted",14296,"Beverages, lemonade-flavor drink, powder",100
93101000,Beer,14003,"Alcoholic beverage, beer, regular, all",100
93102000,"Beer, light",14006,"Alcoholic beverage, beer, light",100
93102100,"Beer, low carb",14013,"Alcoholic beverage, beer, light, low carb",100
93102200,"Beer, light, higher alcohol",14248,"Alcoholic beverage, beer, light, higher alcohol",100
93102300,"Beer, higher alcohol",14251,"Alcoholic beverages, beer, higher alcohol",100
93106000,"Alcoholic malt beverage, sweetened",14239,"Alcoholic beverage, malt beer, hard lemonade",100
93106010,"Alcoholic malt beverage, higher alcohol, sweetened",14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",12
93106010,"Alcoholic malt beverage, higher alcohol, sweetened",14239,"Alcoholic beverage, malt beer, hard lemonade",88
93106100,Alcoholic malt beverage,14251,"Alcoholic beverages, beer, higher alcohol",100
93106500,Hard cider,14250,"Beverages, AMBER, hard cider",100
93201000,Cordial or liqueur,14034,"Alcoholic beverage, creme de menthe, 72 proof",100
93202000,"Cordial or liqueur, coffee flavored",14414,"Alcoholic beverage, liqueur, coffee, 53 proof",100
93301000,"Cocktail, NFS",14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301000,"Cocktail, NFS",14148,"Beverages, carbonated, cola, regular",170.5
93301010,Alexander,1049,"Cream, fluid, half and half",30
93301010,Alexander,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",28
93301010,Alexander,14414,"Alcoholic beverage, liqueur, coffee, 53 proof",34.8
93301020,Bacardi cocktail,14028,"Beverages, Whiskey sour mix, bottled",170.5
93301020,Bacardi cocktail,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301030,Bloody Mary,2055,"Horseradish, prepared",5
93301030,Bloody Mary,6971,"Sauce, worcestershire",4.297
93301030,Bloody Mary,11540,"Tomato juice, canned, with salt added",170.5
93301030,Bloody Mary,11819,"Peppers, hot chili, red, raw",4
93301030,Bloody Mary,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301031,Canadian Club and soda,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301031,Canadian Club and soda,14121,"Beverages, carbonated, club soda",165
93301032,Cape Cod,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301032,Cape Cod,14242,"Cranberry juice cocktail, bottled",170.5
93301040,Daiquiri,9161,"Lime juice, canned or bottled, unsweetened",31
93301040,Daiquiri,14028,"Beverages, Whiskey sour mix, bottled",139.5
93301040,Daiquiri,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301040,Daiquiri,19335,"Sugars, granulated",4.167
93301045,"Gelatin shot, alcoholic",14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",168
93301045,"Gelatin shot, alcoholic",14411,"Beverages, water, tap, drinking",177.75
93301045,"Gelatin shot, alcoholic",19173,"Gelatin desserts, dry mix, prepared with water",85
93301050,Gimlet,9160,"Lime juice, raw",31
93301050,Gimlet,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",98
93301050,Gimlet,19335,"Sugars, granulated",4.167
93301060,Gin and Tonic,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301060,Gin and Tonic,14155,"Beverages, carbonated, tonic water",165
93301070,Grasshopper,1049,"Cream, fluid, half and half",30
93301070,Grasshopper,14034,"Alcoholic beverage, creme de menthe, 72 proof",33.6
93301070,Grasshopper,14414,"Alcoholic beverage, liqueur, coffee, 53 proof",34.8
93301075,Greyhound,9123,"Grapefruit juice, white, canned or bottled, unsweetened",170.5
93301075,Greyhound,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301080,High ball,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301080,High ball,14121,"Beverages, carbonated, club soda",165
93301083,Jagerbomb,14034,"Alcoholic beverage, creme de menthe, 72 proof",45
93301083,Jagerbomb,14154,"Beverages, Energy drink, RED BULL",135
93301085,Kamikaze,9161,"Lime juice, canned or bottled, unsweetened",23.25
93301085,Kamikaze,14034,"Alcoholic beverage, creme de menthe, 72 proof",15
93301085,Kamikaze,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301090,Manhattan,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",98
93301090,Manhattan,14057,"Alcoholic beverage, wine, dessert, sweet",15
93301100,Margarita,2047,"Salt, table, iodized",0.75
93301100,Margarita,14028,"Beverages, Whiskey sour mix, bottled",170.5
93301100,Margarita,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301110,Martini,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",98
93301110,Martini,14553,"Beverages, Wine, non-alcoholic",15
93301111,"Martini, flavored",9160,"Lime juice, raw",31
93301111,"Martini, flavored",14034,"Alcoholic beverage, creme de menthe, 72 proof",5
93301111,"Martini, flavored",14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",98
93301111,"Martini, flavored",14242,"Cranberry juice cocktail, bottled",5.167
93301111,"Martini, flavored",19335,"Sugars, granulated",4.167
93301115,Mimosa,9209,"Orange juice, chilled, includes from concentrate",60.45
93301115,Mimosa,9210,"Orange juice, chilled, includes from concentrate, with added calcium and vitamin D",32.55
93301115,Mimosa,14106,"Alcoholic beverage, wine, table, white",88
93301120,Mint julep,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",84
93301120,Mint julep,14155,"Beverages, carbonated, tonic water",30
93301120,Mint julep,19335,"Sugars, granulated",4.167
93301125,Mojito,9159,"Limes, raw",16
93301125,Mojito,11165,"Coriander (cilantro) leaves, raw",5
93301125,Mojito,14050,"Alcoholic beverage, distilled, rum, 80 proof",55.6
93301125,Mojito,14121,"Beverages, carbonated, club soda",165
93301125,Mojito,19335,"Sugars, granulated",4.167
93301130,Old fashioned,9200,"Oranges, raw, all commercial varieties",15
93301130,Old fashioned,9328,"Maraschino cherries, canned, drained",4.3
93301130,Old fashioned,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301130,Old fashioned,14121,"Beverages, carbonated, club soda",15
93301130,Old fashioned,19335,"Sugars, granulated",2.083
93301132,Orange Blossom,9209,"Orange juice, chilled, includes from concentrate",110.825
93301132,Orange Blossom,9210,"Orange juice, chilled, includes from concentrate, with added calcium and vitamin D",59.675
93301132,Orange Blossom,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301132,Orange Blossom,19335,"Sugars, granulated",4.167
93301135,Rob Roy,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",42
93301135,Rob Roy,14057,"Alcoholic beverage, wine, dessert, sweet",15
93301136,Rusty Nail,14034,"Alcoholic beverage, creme de menthe, 72 proof",15
93301136,Rusty Nail,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",42
93301139,Salty Dog,2047,"Salt, table, iodized",1.5
93301139,Salty Dog,9123,"Grapefruit juice, white, canned or bottled, unsweetened",170.5
93301139,Salty Dog,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301140,Screwdriver,9209,"Orange juice, chilled, includes from concentrate",110.825
93301140,Screwdriver,9210,"Orange juice, chilled, includes from concentrate, with added calcium and vitamin D",59.675
93301140,Screwdriver,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301141,Seabreeze,9123,"Grapefruit juice, white, canned or bottled, unsweetened",85.25
93301141,Seabreeze,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301141,Seabreeze,14242,"Cranberry juice cocktail, bottled",85.25
93301142,Seven and Seven,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301142,Seven and Seven,14145,"Beverages, carbonated, SPRITE, lemon-lime, without caffeine",170.5
93301150,Tom Collins,14028,"Beverages, Whiskey sour mix, bottled",170.5
93301150,Tom Collins,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301160,Whiskey sour,14028,"Beverages, Whiskey sour mix, bottled",170.5
93301160,Whiskey sour,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301170,Whiskey and soda,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301170,Whiskey and soda,14121,"Beverages, carbonated, club soda",165
93301181,Whiskey and water,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301181,Whiskey and water,14411,"Beverages, water, tap, drinking",162.938
93301182,Whiskey and cola,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301182,Whiskey and cola,14148,"Beverages, carbonated, cola, regular",170.5
93301183,Whiskey and diet cola,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301183,Whiskey and diet cola,14416,"Beverages, carbonated, low calorie, cola or pepper-type, with aspartame, contains caffeine",165
93301184,Whiskey and ginger ale,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301184,Whiskey and ginger ale,14136,"Beverages, carbonated, ginger ale",170.5
93301190,Rum and cola,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301190,Rum and cola,14148,"Beverages, carbonated, cola, regular",170.5
93301191,Rum and diet cola,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301191,Rum and diet cola,14416,"Beverages, carbonated, low calorie, cola or pepper-type, with aspartame, contains caffeine",165
93301200,Pina Colada,9273,"Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid",139.5
93301200,Pina Colada,12116,"Nuts, coconut cream, canned, sweetened",30
93301200,Pina Colada,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301200,Pina Colada,19335,"Sugars, granulated",12.5
93301205,Brandy and cola,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301205,Brandy and cola,14148,"Beverages, carbonated, cola, regular",170.5
93301211,Vodka and soda,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301211,Vodka and soda,14121,"Beverages, carbonated, club soda",165
93301213,Vodka and lemonade,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301213,Vodka and lemonade,14189,"Beverages, The COCA-COLA company, Minute Maid, Lemonade",165
93301214,Vodka and cola,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301214,Vodka and cola,14148,"Beverages, carbonated, cola, regular",170.5
93301215,Vodka and diet cola,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301215,Vodka and diet cola,14416,"Beverages, carbonated, low calorie, cola or pepper-type, with aspartame, contains caffeine",165
93301216,Vodka and energy drink,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301216,Vodka and energy drink,14154,"Beverages, Energy drink, RED BULL",170
93301217,Vodka and water,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301217,Vodka and water,14411,"Beverages, water, tap, drinking",162.938
93301218,Vodka and tonic,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301218,Vodka and tonic,14155,"Beverages, carbonated, tonic water",165
93301230,Sloe gin fizz,9153,"Lemon juice from concentrate, canned or bottled",15.5
93301230,Sloe gin fizz,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301230,Sloe gin fizz,14121,"Beverages, carbonated, club soda",150
93301230,Sloe gin fizz,19335,"Sugars, granulated",4.167
93301240,Black Russian,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",42
93301240,Black Russian,14414,"Alcoholic beverage, liqueur, coffee, 53 proof",34.8
93301250,White Russian,1049,"Cream, fluid, half and half",135
93301250,White Russian,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",28
93301250,White Russian,14414,"Alcoholic beverage, liqueur, coffee, 53 proof",34.8
93301270,"Fruit punch, alcoholic",9273,"Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid",85.25
93301270,"Fruit punch, alcoholic",14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301270,"Fruit punch, alcoholic",14136,"Beverages, carbonated, ginger ale",85.25
93301275,Champagne punch,9153,"Lemon juice from concentrate, canned or bottled",5.167
93301275,Champagne punch,9273,"Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid",62
93301275,Champagne punch,14034,"Alcoholic beverage, creme de menthe, 72 proof",15
93301275,Champagne punch,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",28
93301275,Champagne punch,14084,"Alcoholic beverage, wine, table, all",59
93301275,Champagne punch,19335,"Sugars, granulated",4.167
93301275,Champagne punch,42040,"Syrups, grenadine",1.667
93301280,Singapore Sling,9153,"Lemon juice from concentrate, canned or bottled",62
93301280,Singapore Sling,14034,"Alcoholic beverage, creme de menthe, 72 proof",15
93301280,Singapore Sling,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301280,Singapore Sling,14121,"Beverages, carbonated, club soda",90
93301280,Singapore Sling,19335,"Sugars, granulated",8.333
93301290,Stinger,14034,"Alcoholic beverage, creme de menthe, 72 proof",16.8
93301290,Stinger,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",42
93301310,Mai Tai,9273,"Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid",93
93301310,Mai Tai,14034,"Alcoholic beverage, creme de menthe, 72 proof",15
93301310,Mai Tai,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301310,Mai Tai,42040,"Syrups, grenadine",20
93301320,Tequila Sunrise,9209,"Orange juice, chilled, includes from concentrate",100.75
93301320,Tequila Sunrise,9210,"Orange juice, chilled, includes from concentrate, with added calcium and vitamin D",54.25
93301320,Tequila Sunrise,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301320,Tequila Sunrise,42040,"Syrups, grenadine",20
93301330,Gin Rickey,9161,"Lime juice, canned or bottled, unsweetened",15.5
93301330,Gin Rickey,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301330,Gin Rickey,14121,"Beverages, carbonated, club soda",150
93301340,Golden Cadillac,1050,"Cream, fluid, light (coffee cream or table cream)",30
93301340,Golden Cadillac,14034,"Alcoholic beverage, creme de menthe, 72 proof",30
93301340,Golden Cadillac,14415,"Alcoholic beverage, liqueur, coffee with cream, 34 proof",60
93301360,Long Island iced tea,14028,"Beverages, Whiskey sour mix, bottled",31
93301360,Long Island iced tea,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",70
93301360,Long Island iced tea,14148,"Beverages, carbonated, cola, regular",124
93301370,Fuzzy Navel,9209,"Orange juice, chilled, includes from concentrate",110.825
93301370,Fuzzy Navel,9210,"Orange juice, chilled, includes from concentrate, with added calcium and vitamin D",59.675
93301370,Fuzzy Navel,14034,"Alcoholic beverage, creme de menthe, 72 proof",60
93301400,Irish Coffee,1053,"Cream, fluid, heavy whipping",14.938
93301400,Irish Coffee,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301400,Irish Coffee,14209,"Beverages, coffee, brewed, prepared with tap water",150
93301400,Irish Coffee,19335,"Sugars, granulated",4.167
93301450,Liqueur with cream,14415,"Alcoholic beverage, liqueur, coffee with cream, 34 proof",100
93301500,Frozen daiquiri,14028,"Beverages, Whiskey sour mix, bottled",170.5
93301500,Frozen daiquiri,14050,"Alcoholic beverage, distilled, rum, 80 proof",55.6
93301500,Frozen daiquiri,19335,"Sugars, granulated",4.167
93301510,Frozen margarita,2047,"Salt, table, iodized",0.75
93301510,Frozen margarita,14028,"Beverages, Whiskey sour mix, bottled",170.5
93301510,Frozen margarita,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301550,"Eggnog, alcoholic",1057,Eggnog,195
93301550,"Eggnog, alcoholic",14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",42
93301600,Gin fizz,9153,"Lemon juice from concentrate, canned or bottled",15.5
93301600,Gin fizz,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",56
93301600,Gin fizz,14121,"Beverages, carbonated, club soda",150
93301600,Gin fizz,19335,"Sugars, granulated",4.167
93302000,"Rum, hot buttered",1145,"Butter, without salt",5
93302000,"Rum, hot buttered",2025,"Spices, nutmeg, ground",0.583
93302000,"Rum, hot buttered",14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",42
93302000,"Rum, hot buttered",14429,"Beverages, water, tap, municipal",44.438
93302000,"Rum, hot buttered",19334,"Sugars, brown",4.583
93302100,Zombie,9161,"Lime juice, canned or bottled, unsweetened",15.5
93302100,Zombie,9209,"Orange juice, chilled, includes from concentrate",20.15
93302100,Zombie,9210,"Orange juice, chilled, includes from concentrate, with added calcium and vitamin D",10.85
93302100,Zombie,9232,"Passion-fruit juice, purple, raw",30.875
93302100,Zombie,9273,"Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid",31
93302100,Zombie,14037,"Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",84
93302100,Zombie,14429,"Beverages, water, tap, municipal",111
93302100,Zombie,19335,"Sugars, granulated",4.167
93302100,Zombie,42040,"Syrups, grenadine",20
93401010,"Wine, table, red",14096,"Alcoholic beverage, wine, table, red",100
93401020,"Wine, table, white",14106,"Alcoholic beverage, wine, table, white",100
93401030,"Wine, table, rose",14253,"Alcoholic beverages, wine, rose",100
93401100,"Wine, rice",43479,"Alcoholic beverage, rice (sake)",100
93402000,"Wine, dessert, sweet",14057,"Alcoholic beverage, wine, dessert, sweet",100
93403000,"Wine, light",43155,"Alcoholic beverage, wine, light",100
93404000,Wine cooler,14239,"Alcoholic beverage, malt beer, hard lemonade",100
93404550,"Sangria, red",9153,"Lemon juice from concentrate, canned or bottled",31
93404550,"Sangria, red",14034,"Alcoholic beverage, creme de menthe, 72 proof",180
93404550,"Sangria, red",14096,"Alcoholic beverage, wine, table, red",750
93404550,"Sangria, red",14121,"Beverages, carbonated, club soda",480
93404550,"Sangria, red",19335,"Sugars, granulated",25
93404560,"Sangria, white",9153,"Lemon juice from concentrate, canned or bottled",31
93404560,"Sangria, white",14034,"Alcoholic beverage, creme de menthe, 72 proof",180
93404560,"Sangria, white",14106,"Alcoholic beverage, wine, table, white",750
93404560,"Sangria, white",14121,"Beverages, carbonated, club soda",480
93404560,"Sangria, white",19335,"Sugars, granulated",25
93405000,Wine spritzer,14084,"Alcoholic beverage, wine, table, all",88.5
93405000,Wine spritzer,14121,"Beverages, carbonated, club soda",60
93406000,Glug,2025,"Spices, nutmeg, ground",0.583
93406000,Glug,14096,"Alcoholic beverage, wine, table, red",147
